,,,,앤드피스,,,CAM 압입 (최고압입력kN/최종압입력kN/판정),,,,,,,,,,,,,,,,,,,,,,,,,,,CAM 토크(N.m)/위상각도(도)/가공여유 검사,
바코드,모델명,라인/장비/팔레트,일시,최종위치(mm)/압입력(kN)/판정,,,CAM1,,,CAM2,,,CAM3,,,CAM4,,,CAM5,,,CAM6,,,CAM7,,,CAM8,,,CAM9,,,CAM1,,,,,CAM2,,,,,CAM3,,,,,CAM4,,,,,CAM5,,,,,CAM6,,,,,CAM7,,,,,CAM8,,,CAM9,,,,,
2401080016C,NEW KA 1.2/1.5 MT,CM5P4,2024-01-08 16:29:47,18.678,28.85,OK,21.34,21.07,OK,19.76,19.57,OK,21.03,20.57,OK,20.24,19.93,OK,20.48,20.09,OK,19.71,19.4,OK,20.55,20.17,OK,19.69,19.35,OK,18.78,18.61,OK,1.7,OK,1.97,OK,1.98,OK,2,OK,1.99,OK,2.03,OK,1.97,OK,2.02,OK,1.95,OK,2.63,OK,2.6,OK,2.66,OK,2.65,OK,2.71,OK,2.61,OK,2.67,OK,2.62,OK,2.64,OK,,,-309.83,OK,,,,-309.55,OK,,,,-218.39,OK,,,,,,,,,37.59,OK,,,,39.87,OK,,,,130.66,OK,,,,128.72,OK,,,,,,,
2401080017C,NEW KA 1.2/1.5 MT,CM1P6,2024-01-08 16:30:39,18.698,30.22,OK,23.11,22.83,OK,23.16,22.22,OK,21.69,20.92,OK,21.83,21.1,OK,21.85,21.41,OK,21.2,20.24,OK,21.5,20.87,OK,20.59,19.8,OK,20.99,20.01,OK,5.61,OK,6.94,OK,6.55,OK,7.23,OK,6.55,OK,6.89,OK,6.52,OK,6.52,OK,7.35,OK,7.98,OK,7.62,OK,7.94,OK,7.59,OK,8.4,OK,7.61,OK,7.57,OK,7.81,OK,7.5,OK,,,-309.91,OK,,,,-309.88,OK,,,,-219.44,OK,,,,,,,,,39.28,OK,,,,38.73,OK,,,,130.09,OK,,,,130.16,OK,,,,,,,
2401080018C,NEW KA 1.2/1.5 MT,CM2P1,2024-01-08 16:31:37,18.693,29.1,OK,22.59,22.36,OK,21.14,20.89,OK,20.37,20.09,OK,21.12,20.77,OK,20.4,20.19,OK,20.21,19.88,OK,21.31,20.96,OK,21.38,20.86,OK,21.63,21.35,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,,,-309.68,OK,,,,-308.72,OK,,,,-220.32,OK,,,,,,,,,38.12,OK,,,,38.72,OK,,,,129.87,OK,,,,129.39,OK,,,,,,,
2401080019C,NEW KA 1.2/1.5 MT,CM3P5,2024-01-08 16:32:33,18.693,29.15,OK,24.73,24.08,OK,23.22,22.67,OK,23.49,22.94,OK,24.39,23.85,OK,24.66,24.48,OK,23.67,23.22,OK,26.29,25.55,OK,23.71,23.31,OK,25.71,25.32,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-310.04,OK,,,,-309.71,OK,,,,-218.65,OK,,,,,,,,,39.08,OK,,,,38.6,OK,,,,129.67,OK,,,,127.82,OK,,,,,,,
2401080020C,NEW KA 1.2/1.5 MT,CM4P7,2024-01-08 16:33:25,18.679,28.43,OK,22.23,21.62,OK,23,22.03,OK,21.86,20.96,OK,21.51,20.49,OK,20.76,20.49,OK,20.76,20.01,OK,22.83,22.28,OK,20.43,19.86,OK,21.31,20.71,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-308.22,OK,,,,-308.16,OK,,,,-219.34,OK,,,,,,,,,38.96,OK,,,,39.51,OK,,,,128.32,OK,,,,129.17,OK,,,,,,,
2401080021C,NEW KA 1.2/1.5 MT,CM5P9,2024-01-08 16:34:20,18.697,28.47,OK,20.62,20.38,OK,22.55,22.27,OK,22.44,21.91,OK,21.29,21.05,OK,19.95,19.5,OK,20.81,20.57,OK,21.15,20.69,OK,21.07,20.67,OK,20.62,20.26,OK,1.78,OK,2.1,OK,2.16,OK,2.21,OK,2.18,OK,2.19,OK,2.19,OK,2.17,OK,2.22,OK,2.58,OK,2.58,OK,2.59,OK,2.64,OK,2.63,OK,2.83,OK,2.65,OK,2.7,OK,2.63,OK,,,-307.99,OK,,,,-307.74,OK,,,,-220.45,OK,,,,,,,,,40.02,OK,,,,39.5,OK,,,,129.64,OK,,,,129.87,OK,,,,,,,
2401080022C,NEW KA 1.2/1.5 MT,CM1P2,2024-01-08 16:35:12,18.687,29.51,OK,23.18,22.88,OK,22.46,21.36,OK,22.55,21.85,OK,21.64,21.2,OK,21.36,20.89,OK,21.52,20.85,OK,21.38,20.8,OK,20.24,19.59,OK,21.48,20.61,OK,5.56,OK,6.81,OK,6.49,OK,7.08,OK,6.58,OK,6.83,OK,6.53,OK,6.53,OK,6.47,OK,8,OK,7.71,OK,7.86,OK,7.45,OK,8.41,OK,7.54,OK,7.42,OK,7.71,OK,7.39,OK,,,-308.97,OK,,,,-310.25,OK,,,,-219.8,OK,,,,,,,,,38.18,OK,,,,38.87,OK,,,,130.45,OK,,,,129.43,OK,,,,,,,
2401080023C,NEW KA 1.2/1.5 MT,CM2P3,2024-01-08 16:36:07,18.699,28.75,OK,23.87,23.66,OK,20.28,20,OK,21.59,21.21,OK,20.86,20.56,OK,21.42,21.24,OK,20.19,19.77,OK,21.28,21.03,OK,21.12,20.7,OK,22.05,21.68,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,,,-308.99,OK,,,,-308.75,OK,,,,-218.25,OK,,,,,,,,,37.67,OK,,,,38.58,OK,,,,127.35,OK,,,,127.52,OK,,,,,,,
2401080024C,NEW KA 1.2/1.5 MT,CM3P8,2024-01-08 16:37:02,18.689,28.87,OK,24.8,23.99,OK,23.56,23.13,OK,22.92,22.33,OK,24.19,23.67,OK,25.07,24.91,OK,25.59,25.14,OK,25.55,24.37,OK,24.48,24.05,OK,26.16,25.71,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-309.99,OK,,,,-309.55,OK,,,,-219.21,OK,,,,,,,,,38.52,OK,,,,39.13,OK,,,,127.93,OK,,,,128.96,OK,,,,,,,
2401080025C,NEW KA 1.2/1.5 MT,CM4P6,2024-01-08 16:37:54,18.693,31.37,OK,24.45,23.86,OK,20.25,19.72,OK,22.54,21.64,OK,21.02,20.16,OK,21,20.74,OK,20.74,19.64,OK,22.08,21.48,OK,21.33,20.78,OK,20.38,19.68,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-308.68,OK,,,,-308.4,OK,,,,-217.8,OK,,,,,,,,,38.19,OK,,,,39.39,OK,,,,129.07,OK,,,,128.37,OK,,,,,,,
2401080026C,NEW KA 1.2/1.5 MT,CM5P4,2024-01-08 16:38:50,18.672,30.28,OK,21.19,21,OK,22.7,22.36,OK,23.27,22.77,OK,21.36,21.15,OK,22.08,21.67,OK,21.15,20.67,OK,22.12,21.67,OK,21,20.69,OK,20.64,20.45,OK,1.81,OK,2.23,OK,2.2,OK,2.17,OK,2.2,OK,2.16,OK,2.2,OK,2.2,OK,2.23,OK,2.57,OK,2.59,OK,2.64,OK,2.72,OK,2.67,OK,2.69,OK,2.67,OK,2.71,OK,2.66,OK,,,-309.28,OK,,,,-308.92,OK,,,,-219.18,OK,,,,,,,,,39.18,OK,,,,40.23,OK,,,,130.01,OK,,,,130.26,OK,,,,,,,
2401080028C,NEW KA 1.2/1.5 MT,CM2P5,2024-01-08 16:39:45,18.684,29.85,OK,23.57,23.24,OK,20.49,20.09,OK,20.63,20.26,OK,19.37,18.95,OK,19.39,19.18,OK,20.47,20.14,OK,19.7,19.44,OK,20.23,19.86,OK,19.18,18.81,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,,,-310.39,OK,,,,-309.43,OK,,,,-219.94,OK,,,,,,,,,38.17,OK,,,,38.44,OK,,,,129.37,OK,,,,128.96,OK,,,,,,,
2401080027C,NEW KA 1.2/1.5 MT,CM1P1,2024-01-08 16:41:03,18.687,30.12,OK,24.65,24.25,OK,23.16,22.06,OK,22.15,21.41,OK,22.36,21.52,OK,22.62,22.36,OK,21.36,20.38,OK,20.59,20.08,OK,20.71,20.12,OK,20.33,19.47,OK,5.56,OK,7.1,OK,6.6,OK,6.41,OK,6.51,OK,7.28,OK,6.44,OK,6.65,OK,6.43,OK,7.82,OK,7.55,OK,7.64,OK,7.35,OK,7.89,OK,7.49,OK,7.83,OK,7.55,OK,7.35,OK,,,-309.9,OK,,,,-309.08,OK,,,,-220.35,OK,,,,,,,,,40.13,OK,,,,38.85,OK,,,,129.72,OK,,,,129.99,OK,,,,,,,
2401080029C,NEW KA 1.2/1.5 MT,CM3P9,2024-01-08 16:41:55,18.686,29.76,OK,24.98,24.37,OK,22.7,22.27,OK,23.76,23.17,OK,24.35,23.74,OK,24.32,24.12,OK,24.26,23.71,OK,25.41,24.75,OK,25.14,24.64,OK,25.39,25.09,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-308.81,OK,,,,-309.3,OK,,,,-218.56,OK,,,,,,,,,40.58,OK,,,,40,OK,,,,129.1,OK,,,,128.43,OK,,,,,,,
2401080030C,NEW KA 1.2/1.5 MT,CM4P7,2024-01-08 16:42:50,18.69,30.06,OK,23.86,23.16,OK,22.06,20.85,OK,21.44,20.58,OK,22.74,21.77,OK,21.84,21.57,OK,20.16,19.28,OK,21.24,20.58,OK,20.98,20.03,OK,21.9,21.15,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-308.41,OK,,,,-307.34,OK,,,,-219.39,OK,,,,,,,,,37.83,OK,,,,39.13,OK,,,,129.62,OK,,,,128.62,OK,,,,,,,
2401080031C,NEW KA 1.2/1.5 MT,CM5P2,2024-01-08 16:43:45,18.697,29.02,OK,21.6,21.43,OK,22.6,22.17,OK,22.55,22.08,OK,21.72,21.48,OK,21,20.69,OK,20.88,20.45,OK,21.72,21.19,OK,21.05,20.62,OK,20.6,20.17,OK,1.78,OK,2.15,OK,2.14,OK,2.21,OK,2.17,OK,2.15,OK,2.17,OK,2.14,OK,2.2,OK,2.63,OK,2.57,OK,2.63,OK,2.75,OK,2.63,OK,2.69,OK,2.61,OK,2.72,OK,2.69,OK,,,-309.05,OK,,,,-309.27,OK,,,,-219.75,OK,,,,,,,,,38.86,OK,,,,39.58,OK,,,,129.04,OK,,,,129.45,OK,,,,,,,
2401080032C,NEW KA 1.2/1.5 MT,CM2P3,2024-01-08 16:44:41,18.697,29.02,OK,24.06,23.76,OK,21.26,20.93,OK,20.54,20.23,OK,20.23,19.81,OK,21.21,21,OK,21.03,20.56,OK,20.91,20.61,OK,20.37,19.88,OK,20.49,20.19,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,,,-309.24,OK,,,,-309.22,OK,,,,-218.35,OK,,,,,,,,,37.98,OK,,,,38.11,OK,,,,127.97,OK,,,,127.68,OK,,,,,,,
2401080033C,NEW KA 1.2/1.5 MT,CM1P8,2024-01-08 16:45:36,18.69,29.87,OK,24.49,24.04,OK,22.78,21.73,OK,22.11,21.38,OK,23.11,22.48,OK,21.76,21.31,OK,21.97,21.17,OK,22.15,21.52,OK,21.45,20.85,OK,20.96,20.08,OK,5.67,OK,6.7,OK,6.6,OK,6.93,OK,6.57,OK,6.99,OK,6.53,OK,6.72,OK,6.6,OK,8.36,OK,7.7,OK,8,OK,7.54,OK,8.1,OK,7.66,OK,7.46,OK,7.52,OK,7.39,OK,,,-308.8,OK,,,,-309.91,OK,,,,-220.08,OK,,,,,,,,,38.93,OK,,,,38.09,OK,,,,130.67,OK,,,,129.1,OK,,,,,,,
2401080034C,NEW KA 1.2/1.5 MT,CM3P6,2024-01-08 16:46:31,18.691,29.37,OK,24.89,24.3,OK,23.31,22.56,OK,23.28,22.79,OK,24.12,23.58,OK,24.44,24.32,OK,23.83,23.28,OK,26.9,26.34,OK,23.42,22.94,OK,25.09,24.82,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-309.12,OK,,,,-308.75,OK,,,,-217.56,OK,,,,,,,,,38.88,OK,,,,38.85,OK,,,,129.65,OK,,,,129.4,OK,,,,,,,
2401080035C,NEW KA 1.2/1.5 MT,CM4P4,2024-01-08 16:47:23,18.699,29.47,OK,22.65,21.7,OK,22.1,20.89,OK,21.37,20.36,OK,21.68,20.76,OK,20.43,20.14,OK,20.85,20.01,OK,20.49,19.83,OK,20.34,19.5,OK,20.82,19.94,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-309.06,OK,,,,-308.4,OK,,,,-216.68,OK,,,,,,,,,38.46,OK,,,,38.53,OK,,,,128.02,OK,,,,128.24,OK,,,,,,,
2401080036C,NEW KA 1.2/1.5 MT,CM5P5,2024-01-08 16:48:18,18.692,28.8,OK,19.45,19.26,OK,21.86,21.5,OK,22.41,22.12,OK,20.79,20.52,OK,22.34,21.81,OK,21.53,21.29,OK,22.32,21.96,OK,20.62,20.24,OK,19.81,19.59,OK,1.8,OK,2.21,OK,2.17,OK,2.19,OK,2.2,OK,2.2,OK,2.23,OK,2.17,OK,2.19,OK,2.65,OK,2.61,OK,2.68,OK,2.76,OK,2.73,OK,2.75,OK,2.7,OK,2.7,OK,2.8,OK,,,-308.55,OK,,,,-309.54,OK,,,,-219.2,OK,,,,,,,,,38.3,OK,,,,40.4,OK,,,,130.59,OK,,,,131.26,NG,,,,,,,
2401080037C,NEW KA 1.2/1.5 MT,CM2P1,2024-01-08 16:49:10,18.695,28.71,OK,21.68,21.35,OK,20.75,20.37,OK,20.14,19.84,OK,21,20.63,OK,20.68,20.54,OK,19.56,19.02,OK,21.82,21.59,OK,20.7,20.21,OK,20.82,20.47,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,,,-309.17,OK,,,,-309.18,OK,,,,-218.53,OK,,,,,,,,,37.97,OK,,,,39.05,OK,,,,129.54,OK,,,,130.4,OK,,,,,,,
2401080038C,NEW KA 1.2/1.5 MT,CM1P9,2024-01-08 16:53:50,18.685,29.68,OK,23.48,23.04,OK,22.57,21.59,OK,21.34,20.73,OK,21.17,20.71,OK,20.66,20.36,OK,21.13,20.47,OK,21.24,20.82,OK,20.89,20.22,OK,20.89,20.31,OK,5.5,OK,6.93,OK,6.57,OK,6.51,OK,6.66,OK,6.58,OK,6.55,OK,7.02,OK,6.55,OK,7.83,OK,7.67,OK,7.66,OK,7.42,OK,7.73,OK,7.55,OK,7.77,OK,7.49,OK,7.41,OK,,,-308.67,OK,,,,-309.02,OK,,,,-220.76,OK,,,,,,,,,39.07,OK,,,,39.12,OK,,,,129.46,OK,,,,128.98,OK,,,,,,,
2401080039C,NEW KA 1.2/1.5 MT,CM3P7,2024-01-08 16:54:45,18.686,28.5,OK,24.44,23.87,OK,23.26,22.54,OK,23.15,22.58,OK,23.89,23.4,OK,23.85,23.62,OK,24.73,23.99,OK,25.5,24.55,OK,23.46,22.92,OK,25.05,24.57,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-309.27,OK,,,,-308.44,OK,,,,-219.42,OK,,,,,,,,,40.4,OK,,,,40.32,OK,,,,129.17,OK,,,,128.92,OK,,,,,,,
2401080040C,NEW KA 1.2/1.5 MT,CM4P2,2024-01-08 16:55:40,18.681,28.36,OK,21.84,21,OK,21.81,20.82,OK,21.46,20.47,OK,23.11,22.41,OK,20.63,20.38,OK,19.64,18.73,OK,22.21,21.62,OK,20.41,19.59,OK,20.38,19.7,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-308.56,OK,,,,-307.15,OK,,,,-218.58,OK,,,,,,,,,38.42,OK,,,,39.97,OK,,,,129.18,OK,,,,128.6,OK,,,,,,,
2401080042C,NEW KA 1.2/1.5 MT,CM2P3,2024-01-08 16:56:36,18.67,27.86,OK,21.56,21.35,OK,19.6,19.21,OK,20.3,19.91,OK,20.44,20.02,OK,20.35,20.14,OK,19.88,19.44,OK,20.33,19.95,OK,20.7,20.23,OK,19.93,19.39,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,,,-308.75,OK,,,,-309.43,OK,,,,-219.16,OK,,,,,,,,,38.98,OK,,,,38.15,OK,,,,128.44,OK,,,,127.77,OK,,,,,,,
2401080041C,NEW KA 1.2/1.5 MT,CM5P8,2024-01-08 16:57:31,18.656,29.17,OK,21.65,21.36,OK,24.18,23.73,OK,23.22,22.58,OK,22.29,21.79,OK,22.12,21.62,OK,22.6,22.2,OK,24.63,24.32,OK,21.12,20.72,OK,20.29,19.76,OK,1.83,OK,2.24,OK,2.21,OK,2.21,OK,2.25,OK,2.21,OK,2.19,OK,2.24,OK,2.22,OK,2.64,OK,2.71,OK,2.72,OK,2.74,OK,2.7,OK,2.79,OK,2.89,OK,2.74,OK,2.75,OK,,,-308.46,OK,,,,-308.9,OK,,,,-219.98,OK,,,,,,,,,39.35,OK,,,,38.55,OK,,,,128.72,OK,,,,130.47,OK,,,,,,,
2401080043C,NEW KA 1.2/1.5 MT,CM1P6,2024-01-08 16:58:39,18.69,29.78,OK,23.88,23.58,OK,23.04,22.18,OK,21.48,20.85,OK,21.27,20.73,OK,20.52,20.03,OK,20.85,20.05,OK,22.32,21.87,OK,20.82,20.1,OK,20.52,19.84,OK,5.6,OK,6.36,OK,6.65,OK,6.62,OK,6.69,OK,6.61,OK,6.67,OK,6.98,OK,6.55,OK,7.79,OK,7.69,OK,8.01,OK,7.5,OK,7.67,OK,7.43,OK,8.01,OK,7.45,OK,7.25,OK,,,-308.83,OK,,,,-310.19,OK,,,,-219.71,OK,,,,,,,,,39.84,OK,,,,39.6,OK,,,,129.32,OK,,,,129.42,OK,,,,,,,
2401080044C,NEW KA 1.2/1.5 MT,CM3P4,2024-01-08 16:59:34,18.697,28.92,OK,24.28,23.65,OK,22.31,21.31,OK,23.85,22.92,OK,23.6,23.06,OK,24.57,24.23,OK,25.43,25.16,OK,25.03,24.14,OK,24.14,23.8,OK,25.05,24.73,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,,,-308.51,OK,,,,-309.48,OK,,,,-218.78,OK,,,,,,,,,40.09,OK,,,,39.53,OK,,,,129.69,OK,,,,128.96,OK,,,,,,,
