,,,,앤드피스,,,CAM 압입 (최고압입력kN/최종압입력kN/판정),,,,,,,,,,,,,,,,,,,,,,,,,,,CAM 토크(N.m)/위상각도(도)/가공여유 검사,
바코드,모델명,라인/장비/팔레트,일시,최종위치(mm)/압입력(kN)/판정,,,CAM1,,,CAM2,,,CAM3,,,CAM4,,,CAM5,,,CAM6,,,CAM7,,,CAM8,,,CAM9,,,CAM1,,,,,CAM2,,,,,CAM3,,,,,CAM4,,,,,CAM5,,,,,CAM6,,,,,CAM7,,,,,CAM8,,,CAM9,,,,,
2401171164C,NEW KAPPAEX1.0,CM1P2,2024-01-17 23:08:20,18.695,28.68,OK,24.72,24.09,OK,23.37,22.62,OK,23.55,23.11,OK,23.48,22.88,OK,22.48,22.06,OK,23.3,22.41,OK,22.5,21.87,OK,0,0,,0,0,,6.04,OK,6.97,OK,6.86,OK,7.8,OK,7.23,OK,7.28,OK,7.13,OK,0,,0,,6.99,OK,7.31,OK,7.43,OK,6.94,OK,6.92,OK,7.05,OK,6.33,OK,0,,0,,,,52.98,OK,,,,53.39,OK,,,,-291.44,OK,,,,-291.86,OK,,,,171.79,OK,,,,171.76,OK,,,,,,,,,,,,,,,,,
2401171165C,NEW KAPPAEX1.0,CM2P9,2024-01-17 23:09:09,18.695,24.65,OK,20.37,20.21,OK,20.05,19.77,OK,20.28,20.12,OK,20.33,19.98,OK,21.38,21.31,OK,20.54,20.19,OK,19.77,19.32,OK,0,0,,0,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,,,52.52,OK,,,,52.35,OK,,,,-293.03,OK,,,,-291.7,OK,,,,172.48,OK,,,,172.04,OK,,,,,,,,,,,,,,,,,
2401171166C,NEW KAPPAEX1.0,CM3P4,2024-01-17 23:09:58,18.696,28.71,OK,22.15,21.81,OK,21.95,21.61,OK,21.13,20.61,OK,21.36,21.02,OK,21.93,21.81,OK,21.9,21.29,OK,21.7,21.13,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,52.89,OK,,,,53.03,OK,,,,-293.3,OK,,,,-291.76,OK,,,,171.21,OK,,,,171.1,OK,,,,,,,,,,,,,,,,,
2401171168C,NEW KAPPAEX1.0,CM4P7,2024-01-17 23:10:50,18.69,27.26,OK,24.81,24.37,OK,22.19,21.46,OK,23.55,22.67,OK,21.62,21.09,OK,22.87,22.74,OK,22.14,21.57,OK,21.64,20.78,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,53.57,OK,,,,53.49,OK,,,,-292.92,OK,,,,-293.34,OK,,,,172.98,OK,,,,172.89,OK,,,,,,,,,,,,,,,,,
2401171167C,NEW KAPPAEX1.0,CM5P3,2024-01-17 23:11:38,18.698,28.06,OK,30.39,30.03,OK,27.64,27.17,OK,26.23,25.97,OK,24.51,24.18,OK,24.04,23.63,OK,24.25,23.77,OK,23.8,23.37,OK,0,0,,0,0,,2.42,OK,2.33,OK,2.31,OK,2.3,OK,2.32,OK,2.34,OK,2.35,OK,0,,0,,2.91,OK,2.73,OK,2.71,OK,2.79,OK,2.8,OK,2.92,OK,2.61,OK,0,,0,,,,53.3,OK,,,,53.36,OK,,,,-291.88,OK,,,,-292.05,OK,,,,171.02,OK,,,,171.49,OK,,,,,,,,,,,,,,,,,
2401171169C,NEW KAPPAEX1.0,CM1P8,2024-01-17 23:12:27,18.689,26.71,OK,22.81,22.18,OK,23.48,22.78,OK,23.62,23.13,OK,22.95,22.25,OK,22.29,21.83,OK,22.81,21.92,OK,22.88,22.32,OK,0,0,,0,0,,5.88,OK,7.4,OK,7.14,OK,7.11,OK,7.01,OK,7.43,OK,7.38,OK,0,,0,,7,OK,7.22,OK,6.93,OK,7.24,OK,7.33,OK,6.81,OK,6.56,OK,0,,0,,,,53.18,OK,,,,53.99,OK,,,,-292.22,OK,,,,-293.33,OK,,,,173.7,OK,,,,172.79,OK,,,,,,,,,,,,,,,,,
2401171170C,NEW KAPPAEX1.0,CM2P1,2024-01-17 23:13:16,18.687,27.66,OK,21.77,21.54,OK,21.4,21.28,OK,20.54,20.37,OK,20.4,19.88,OK,20.4,20.33,OK,20.72,20.35,OK,20.58,20.19,OK,0,0,,0,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,,,54.24,OK,,,,53.26,OK,,,,-292.89,OK,,,,-291.94,OK,,,,171.92,OK,,,,172.24,OK,,,,,,,,,,,,,,,,,
2401171171C,NEW KAPPAEX1.0,CM3P6,2024-01-17 23:14:05,18.698,28.71,OK,23.89,23.67,OK,23.65,23.26,OK,22.58,21.9,OK,23.4,22.97,OK,23.42,23.33,OK,21.16,20.61,OK,22.04,21.52,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,52.42,OK,,,,52.03,OK,,,,-293.8,OK,,,,-292.48,OK,,,,173.45,OK,,,,172.59,OK,,,,,,,,,,,,,,,,,
2401171172C,NEW KAPPAEX1.0,CM4P2,2024-01-17 23:14:53,18.699,29.3,OK,26.74,26.17,OK,22.12,21.4,OK,23.27,22.45,OK,22.19,21.75,OK,21.55,21.4,OK,20.89,20.32,OK,21.9,21.02,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,52.89,OK,,,,54.04,OK,,,,-292.08,OK,,,,-291.39,OK,,,,171.13,OK,,,,171,OK,,,,,,,,,,,,,,,,,
2401171173C,NEW KAPPAEX1.0,CM5P5,2024-01-17 23:15:39,18.694,28.95,OK,31.01,30.41,OK,25.99,25.68,OK,25.25,24.8,OK,24.92,24.42,OK,24.27,23.87,OK,23.37,22.96,OK,23.22,22.87,OK,0,0,,0,0,,2.43,OK,2.26,OK,2.25,OK,2.23,OK,2.26,OK,2.32,OK,2.28,OK,0,,0,,2.75,OK,2.6,OK,2.63,OK,2.63,OK,2.73,OK,2.91,OK,2.57,OK,0,,0,,,,52.67,OK,,,,52.2,OK,,,,-292.26,OK,,,,-292.15,OK,,,,172.05,OK,,,,172.06,OK,,,,,,,,,,,,,,,,,
2401171174C,NEW KAPPAEX1.0,CM1P3,2024-01-17 23:16:28,18.689,27.66,OK,24.32,23.74,OK,24.16,23.44,OK,24.7,24.16,OK,23.02,22.32,OK,23.46,23.02,OK,22.5,21.76,OK,22.2,21.55,OK,0,0,,0,0,,5.83,OK,7.89,OK,7.26,OK,7.14,OK,7.02,OK,7.13,OK,7.3,OK,0,,0,,7.6,OK,6.92,OK,6.91,OK,6.98,OK,7.19,OK,6.95,OK,6.42,OK,0,,0,,,,52.58,OK,,,,53.39,OK,,,,-291.99,OK,,,,-291.12,OK,,,,173.68,OK,,,,170.92,OK,,,,,,,,,,,,,,,,,
2401171175C,NEW KAPPAEX1.0,CM2P9,2024-01-17 23:17:17,18.69,27.68,OK,21.8,21.59,OK,21.33,21.12,OK,20.65,20.47,OK,20.63,20.21,OK,20.42,20.4,OK,20.91,20.35,OK,20.89,20.54,OK,0,0,,0,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,,,52.3,OK,,,,52.42,OK,,,,-292.97,OK,,,,-292.14,OK,,,,172.17,OK,,,,171.34,OK,,,,,,,,,,,,,,,,,
2401171176C,NEW KAPPAEX1.0,CM3P4,2024-01-17 23:18:05,18.694,27.75,OK,22.76,22.45,OK,20.88,20.48,OK,20.68,20.16,OK,20.45,20.14,OK,21.59,21.59,OK,20.88,20.21,OK,20.57,20.16,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,52.38,OK,,,,52.76,OK,,,,-292.84,OK,,,,-291.68,OK,,,,171.19,OK,,,,171.14,OK,,,,,,,,,,,,,,,,,
2401171178C,NEW KAPPAEX1.0,CM5P7,2024-01-17 23:18:54,18.693,28.27,OK,30.2,29.63,OK,25.64,25.21,OK,25.49,25.09,OK,24.56,24.11,OK,22.75,22.32,OK,23.13,22.67,OK,21.55,21.05,OK,0,0,,0,0,,2.38,OK,2.28,OK,2.26,OK,2.25,OK,2.25,OK,2.31,OK,2.29,OK,0,,0,,2.64,OK,2.64,OK,2.68,OK,2.73,OK,2.78,OK,2.72,OK,2.58,OK,0,,0,,,,53.16,OK,,,,52.21,OK,,,,-291.95,OK,,,,-292.96,OK,,,,171.33,OK,,,,171.65,OK,,,,,,,,,,,,,,,,,
2401171179C,NEW KAPPAEX1.0,CM1P1,2024-01-17 23:19:43,18.694,28.8,OK,25.89,25.61,OK,24.25,23.62,OK,23.27,22.88,OK,23.02,22.27,OK,23.3,22.81,OK,22.71,22.08,OK,22.5,21.83,OK,0,0,,0,0,,5.85,OK,7.04,OK,7.01,OK,6.99,OK,7.73,OK,7.19,OK,7.13,OK,0,,0,,6.95,OK,7.19,OK,7.09,OK,7.75,OK,6.83,OK,6.86,OK,6.67,OK,0,,0,,,,53.35,OK,,,,51.53,OK,,,,-292.94,OK,,,,-293.01,OK,,,,173.12,OK,,,,172.35,OK,,,,,,,,,,,,,,,,,
2401171180C,NEW KAPPAEX1.0,CM2P6,2024-01-17 23:20:31,18.689,28.82,OK,22.03,21.8,OK,20.91,20.65,OK,20.61,20.49,OK,20.07,19.74,OK,19.53,19.39,OK,20.05,19.67,OK,20.21,19.86,OK,0,0,,0,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,,,54.05,OK,,,,53.25,OK,,,,-293.87,OK,,,,-292.3,OK,,,,172.3,OK,,,,171.88,OK,,,,,,,,,,,,,,,,,
2401171181C,NEW KAPPAEX1.0,CM3P5,2024-01-17 23:21:17,18.685,28.65,OK,22.02,21.68,OK,20.84,20.48,OK,20.84,20.23,OK,22.29,21.86,OK,20.93,20.93,OK,21.68,21,OK,21.72,21.29,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,50.76,OK,,,,52.84,OK,,,,-292.33,OK,,,,-291.51,OK,,,,172.45,OK,,,,172.22,OK,,,,,,,,,,,,,,,,,
2401171183C,NEW KAPPAEX1.0,CM5P2,2024-01-17 23:22:06,18.684,28.55,OK,30.84,30.44,OK,25.64,25.04,OK,25.4,24.99,OK,23.34,22.87,OK,23.77,23.27,OK,22.6,22.24,OK,22.12,21.69,OK,0,0,,0,0,,2.37,OK,2.29,OK,2.26,OK,2.33,OK,2.27,OK,2.28,OK,2.28,OK,0,,0,,2.67,OK,2.64,OK,2.65,OK,2.72,OK,2.69,OK,2.72,OK,2.6,OK,0,,0,,,,52.85,OK,,,,52.39,OK,,,,-291.57,OK,,,,-292.21,OK,,,,172.09,OK,,,,172.29,OK,,,,,,,,,,,,,,,,,
2401171182C,NEW KAPPAEX1.0,CM4P3,2024-01-17 23:22:55,18.686,28.26,OK,25.75,25.29,OK,22.47,21.73,OK,23.07,22.32,OK,21.99,21.44,OK,23.33,23.22,OK,21.66,20.93,OK,21.81,21.15,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,53.27,OK,,,,53.85,OK,,,,-292.5,OK,,,,-290.46,OK,,,,171.18,OK,,,,172.41,OK,,,,,,,,,,,,,,,,,
2401171184C,NEW KAPPAEX1.0,CM1P9,2024-01-17 23:23:43,18.684,28.55,OK,23.06,22.55,OK,23.02,22.29,OK,23.51,23.13,OK,22.78,22.01,OK,21.8,21.34,OK,21.87,21.15,OK,20.78,20.31,OK,0,0,,0,0,,5.74,OK,7.49,OK,7.1,OK,6.86,OK,6.99,OK,6.85,OK,7.14,OK,0,,0,,7.13,OK,6.89,OK,6.72,OK,6.87,OK,7.02,OK,6.63,OK,6.32,OK,0,,0,,,,52.91,OK,,,,53.08,OK,,,,-292.24,OK,,,,-292.03,OK,,,,171.72,OK,,,,171.16,OK,,,,,,,,,,,,,,,,,
2401171185C,NEW KAPPAEX1.0,CM2P4,2024-01-17 23:24:32,18.697,28.87,OK,23.27,23.08,OK,20.47,20.21,OK,20.35,20.16,OK,20.77,20.35,OK,20.21,20.16,OK,20.7,20.37,OK,19.86,19.28,OK,0,0,,0,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,,,52.64,OK,,,,52.65,OK,,,,-292.86,OK,,,,-292.26,OK,,,,171.27,OK,,,,172.98,OK,,,,,,,,,,,,,,,,,
2401171186C,NEW KAPPAEX1.0,CM3P7,2024-01-17 23:25:21,18.684,28.66,OK,22.97,22.65,OK,21.04,20.57,OK,20.88,20.41,OK,22.15,21.79,OK,21.68,21.68,OK,21.84,21.38,OK,20.39,20.05,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,52.54,OK,,,,52.5,OK,,,,-292.56,OK,,,,-291.64,OK,,,,170.9,OK,,,,171.69,OK,,,,,,,,,,,,,,,,,
2401171187C,NEW KAPPAEX1.0,CM5P8,2024-01-17 23:26:09,18.693,30.22,OK,31.25,30.58,OK,25.66,25.23,OK,24.66,24.44,OK,24.49,24.06,OK,24.42,23.94,OK,22.63,22.1,OK,22.55,22.08,OK,0,0,,0,0,,2.32,OK,2.22,OK,2.24,OK,2.26,OK,2.25,OK,2.21,OK,2.23,OK,0,,0,,2.63,OK,2.61,OK,2.63,OK,2.87,OK,2.66,OK,2.62,OK,2.55,OK,0,,0,,,,52.81,OK,,,,52.86,OK,,,,-291.31,OK,,,,-292.69,OK,,,,169.63,OK,,,,172.21,OK,,,,,,,,,,,,,,,,,
2401171188C,NEW KAPPAEX1.0,CM4P1,2024-01-17 23:27:01,18.699,28.41,OK,25.95,25.53,OK,22.69,21.95,OK,22.94,22.23,OK,21.44,20.82,OK,22.1,21.9,OK,21.57,21,OK,21.46,20.49,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,53.56,OK,,,,52.77,OK,,,,-291.96,OK,,,,-291.33,OK,,,,170.17,OK,,,,171.91,OK,,,,,,,,,,,,,,,,,
2401171189C,NEW KAPPAEX1.0,CM1P6,2024-01-17 23:27:50,18.687,28.43,OK,26.28,26.03,OK,24.44,23.79,OK,23.79,23.25,OK,22.29,21.52,OK,22.48,22.06,OK,21.43,20.64,OK,22.64,22.04,OK,0,0,,0,0,,5.92,OK,6.86,OK,7.43,OK,7.05,OK,7.05,OK,7.14,OK,7.58,OK,0,,0,,7.14,OK,7.96,OK,6.89,OK,6.93,OK,7.13,OK,7.51,OK,6.46,OK,0,,0,,,,51.59,OK,,,,51.75,OK,,,,-290.49,OK,,,,-291.09,OK,,,,171.84,OK,,,,170.98,OK,,,,,,,,,,,,,,,,,
2401171190C,NEW KAPPAEX1.0,CM2P5,2024-01-17 23:28:39,18.695,28.88,OK,21.84,21.7,OK,20.96,20.65,OK,20.84,20.7,OK,20.65,20.3,OK,19.81,19.7,OK,21.56,21.1,OK,21.17,20.63,OK,0,0,,0,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,,,53.47,OK,,,,53.38,OK,,,,-293.95,OK,,,,-293.21,OK,,,,172.4,OK,,,,172,OK,,,,,,,,,,,,,,,,,
2401171191C,NEW KAPPAEX1.0,CM3P3,2024-01-17 23:29:28,18.697,29.06,OK,24.28,23.99,OK,22.33,21.72,OK,22.08,21.7,OK,21.54,21.13,OK,22.42,22.36,OK,22.65,21.97,OK,22.33,21.97,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,52.33,OK,,,,52.68,OK,,,,-292.24,OK,,,,-291.78,OK,,,,172.75,OK,,,,172.95,OK,,,,,,,,,,,,,,,,,
2401171192C,NEW KAPPAEX1.0,CM5P2,2024-01-17 23:30:16,18.682,28.2,OK,30.22,29.67,OK,26.69,26.11,OK,24.73,24.16,OK,24.39,23.89,OK,24.87,24.49,OK,22.94,22.29,OK,21.89,21.43,OK,0,0,,0,0,,2.35,OK,2.27,OK,2.27,OK,2.26,OK,2.28,OK,2.29,OK,2.27,OK,0,,0,,2.63,OK,2.59,OK,2.62,OK,2.7,OK,2.76,OK,2.7,OK,2.5,OK,0,,0,,,,53.41,OK,,,,52.2,OK,,,,-291.82,OK,,,,-291.74,OK,,,,172.13,OK,,,,171.96,OK,,,,,,,,,,,,,,,,,
2401171193C,NEW KAPPAEX1.0,CM4P9,2024-01-17 23:31:05,18.682,28.2,OK,24.19,23.55,OK,22.25,21.7,OK,21.84,20.93,OK,21.73,21.31,OK,22.12,21.99,OK,20.96,20.52,OK,20.74,20.05,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,53.45,OK,,,,51.57,OK,,,,-292.06,OK,,,,-290.79,OK,,,,170.48,OK,,,,171.46,OK,,,,,,,,,,,,,,,,,
2401171194C,NEW KAPPAEX1.0,CM1P4,2024-01-17 23:31:51,18.692,28.98,OK,24.42,23.95,OK,23.95,23.25,OK,23.58,23.11,OK,22.88,22.2,OK,23.04,22.69,OK,22.9,22.29,OK,21.97,21.34,OK,0,0,,0,0,,5.82,OK,6.97,OK,6.95,OK,6.89,OK,7.58,OK,7.12,OK,7.11,OK,0,,0,,6.88,OK,7.01,OK,7.06,OK,7.59,OK,6.81,OK,6.89,OK,6.64,OK,0,,0,,,,52.14,OK,,,,51.41,OK,,,,-292.01,OK,,,,-291.92,OK,,,,171.68,OK,,,,171.34,OK,,,,,,,,,,,,,,,,,
2401171195C,NEW KAPPAEX1.0,CM2P8,2024-01-17 23:32:43,18.692,27.6,OK,21.47,21.28,OK,21.42,21.17,OK,20.02,19.91,OK,19.86,19.63,OK,20.07,19.98,OK,19.6,19.21,OK,20.4,20,OK,0,0,,0,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,0,,,,53.27,OK,,,,53.76,OK,,,,-292.3,OK,,,,-291.54,OK,,,,170.91,OK,,,,171.97,OK,,,,,,,,,,,,,,,,,
2401171196C,NEW KAPPAEX1.0,CM3P1,2024-01-17 23:33:31,18.69,30.47,OK,25.68,25.43,OK,21.88,21.34,OK,22.13,21.54,OK,21.59,21.29,OK,22.04,21.95,OK,21.74,21.27,OK,22.17,21.56,OK,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,52.92,OK,,,,52.5,OK,,,,-293.42,OK,,,,-290.82,OK,,,,172.21,OK,,,,171.68,OK,,,,,,,,,,,,,,,,,
