,,,,앤드피스,,,CAM 압입 (최고압입력kN/최종압입력kN/판정),,,,,,,,,,,,,,,,,,,,,,,,,,,CAM 토크(N.m)/위상각도(도)/가공여유 검사,
바코드,모델명,라인/장비/팔레트,일시,최종위치(mm)/압입력(kN)/판정,,,CAM1,,,CAM2,,,CAM3,,,CAM4,,,CAM5,,,CAM6,,,CAM7,,,CAM8,,,CAM9,,,CAM1,,,,,CAM2,,,,,CAM3,,,,,CAM4,,,,,CAM5,,,,,CAM6,,,,,CAM7,,,,,CAM8,,,CAM9,,,,,
2402010451C,NEW KA 1.2/1.5 MT,CM4P4,2024-02-01 09:58:52,18.699,29.27,OK,24.7,24.32,OK,22.03,21.24,OK,20.98,20.25,OK,21.18,20.34,OK,19.35,19.06,OK,17.57,16.95,NG,0,0,,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402010489C,NEW KA 1.2/1.5 MT,CM3P8,2024-02-01 11:13:17,18.682,29.16,OK,25.05,24.69,OK,23.46,22.6,OK,25.5,24.75,OK,23.89,23.17,OK,25.21,24.94,OK,25.3,24.82,OK,1.26,0.97,NG,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402010490C,NEW KA 1.2/1.5 MT,CM4P2,2024-02-01 11:13:50,18.687,28.58,OK,22.63,22.08,OK,21.88,20.98,OK,21.33,20.47,OK,20.69,19.94,OK,20.23,20.05,OK,20.38,19.55,OK,1.16,0.87,NG,0,0,,0,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,OK,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402011104C,NEW KA 1.2/1.5 MT,CM2P3,2024-02-01 22:32:21,18.689,27.91,OK,20.58,20.37,OK,18.34,17.92,OK,18.16,17.85,OK,18.86,18.53,OK,17.08,16.99,NG,0,0,,0,0,,0,0,,0,0,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,0,,15.36,,15.36,,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,OK,15.36,,0,,15.36,,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
