,,,,앤드피스,,,CAM 압입 (최고압입력kN/최종압입력kN/판정),,,,,,,,,,,,,,,,,,,,,,,,,,,CAM 토크(N.m)/위상각도(도)/가공여유 검사,
바코드,모델명,라인/장비/팔레트,일시,최종위치(mm)/압입력(kN)/판정,,,CAM1,,,CAM2,,,CAM3,,,CAM4,,,CAM5,,,CAM6,,,CAM7,,,CAM8,,,CAM9,,,CAM1,,,,,CAM2,,,,,CAM3,,,,,CAM4,,,,,CAM5,,,,,CAM6,,,,,CAM7,,,,,CAM8,,,CAM9,,,,,
2405010001D,ATKINSON 3.8 OCV,DM5P3,2024-05-01 00:20:13,18.999,23.66,OK,24.3,24.11,OK,23.88,23.79,OK,23.07,22.6,OK,24.23,24.2,OK,24.99,24.62,OK,23.97,23.9,OK,24.71,24.62,OK,0,0,,0,0,,2.08,OK,2.51,OK,2.47,OK,2.52,OK,2.57,OK,2.64,OK,2.62,OK,0,,0,,0.8,OK,0.85,OK,0.86,OK,0.88,OK,0.88,OK,0.88,OK,0.86,OK,0,,0,,,,83.42,OK,,,,82.75,OK,,,,156.43,OK,,,,156.73,OK,,,,37.34,OK,,,,37.27,OK,,,,,,,,,,,,,,,,,
2405010002D,ATKINSON 3.8 OCV,DM3P2,2024-05-01 00:21:08,18.99,24.91,OK,26.07,26.07,OK,27.03,26.7,OK,25.77,25.68,OK,25.63,25.52,OK,26.38,26.35,OK,26.63,26.58,OK,26.72,26.47,OK,0,0,,0,0,,11.62,OK,11.78,OK,11.69,OK,11.75,OK,11.78,OK,11.65,OK,11.84,OK,0,,0,,12.85,OK,12.87,OK,12.91,OK,12.87,OK,12.84,OK,12.9,OK,12.92,OK,0,,0,,,,82.37,OK,,,,82.72,OK,,,,156.71,OK,,,,157.14,OK,,,,37.27,OK,,,,37.41,OK,,,,,,,,,,,,,,,,,
2405010003D,ATKINSON 3.8 OCV,DM1P7,2024-05-01 00:22:06,18.988,24.65,OK,23.8,23.57,OK,23.95,23.86,OK,23.01,22.65,OK,23.71,23.62,OK,22.69,22.58,OK,23.5,23.41,OK,22.72,22.65,OK,0,0,,0,0,,11.28,OK,11.26,OK,11.24,OK,11.21,OK,11.33,OK,11.39,OK,11.36,OK,0,,0,,10.71,OK,11.1,OK,11.14,OK,11.04,OK,11.15,OK,11.14,OK,11.15,OK,0,,0,,,,82.85,OK,,,,82.89,OK,,,,157.37,OK,,,,156.62,OK,,,,37.04,OK,,,,36.89,OK,,,,,,,,,,,,,,,,,
2405010004D,ATKINSON 3.8 OCV,DM2P9,2024-05-01 00:23:02,18.994,25.27,OK,25.64,25.6,OK,26.13,26.03,OK,27.73,27.34,OK,26.76,26.69,OK,24.46,24.34,OK,25.81,25.81,OK,26.08,26.01,OK,0,0,,0,0,,10.87,OK,11.28,OK,11.24,OK,10.83,OK,10.86,OK,10.84,OK,10.83,OK,0,,0,,10.28,OK,10.35,OK,10.34,OK,10.36,OK,10.34,OK,10.36,OK,10.29,OK,0,,0,,,,82.13,OK,,,,82.46,OK,,,,157.23,OK,,,,157.71,OK,,,,37.43,OK,,,,37.38,OK,,,,,,,,,,,,,,,,,
2405010005D,ATKINSON 3.8 OCV,DM4P8,2024-05-01 00:23:57,18.994,24.41,OK,25.01,24.78,OK,26.03,25.84,OK,26.38,26.05,OK,25.91,25.84,OK,26.79,26.49,OK,25.01,24.89,OK,25.87,25.87,OK,0,0,,0,0,,12.59,OK,12.63,OK,12.58,OK,12.63,OK,12.59,OK,12.61,OK,12.58,OK,0,,0,,10.47,OK,10.56,OK,10.57,OK,10.71,OK,10.94,OK,10.73,OK,10.71,OK,0,,0,,,,82.33,OK,,,,82.7,OK,,,,157.12,OK,,,,157.45,OK,,,,36.75,OK,,,,37.35,OK,,,,,,,,,,,,,,,,,
2405010006D,ATKINSON 3.8 OCV,DM5P4,2024-05-01 00:24:55,18.996,24.62,OK,24.67,24.55,OK,25.6,25.6,OK,23.21,22.79,OK,24.9,24.62,OK,25.55,25.5,OK,23.23,23.14,OK,25.18,25.16,OK,0,0,,0,0,,2.05,OK,2.51,OK,2.51,OK,2.5,OK,2.57,OK,2.62,OK,2.64,OK,0,,0,,0.79,OK,0.88,OK,0.91,OK,0.89,OK,0.89,OK,0.88,OK,0.87,OK,0,,0,,,,82.67,OK,,,,82.91,OK,,,,156.78,OK,,,,157.24,OK,,,,37.29,OK,,,,36.6,OK,,,,,,,,,,,,,,,,,
2405010007D,ATKINSON 3.8 OCV,DM3P5,2024-05-01 00:25:54,18.987,24.28,OK,28.16,28.05,OK,28.28,27.58,OK,27.61,27.47,OK,27.28,27.19,OK,24.59,24.54,OK,27.7,27.68,OK,27.51,27.4,OK,0,0,,0,0,,11.15,OK,11.78,OK,11.6,OK,11.79,OK,11.76,OK,11.75,OK,11.86,OK,0,,0,,12.62,OK,12.61,OK,12.84,OK,12.86,OK,12.83,OK,12.91,OK,12.91,OK,0,,0,,,,82.48,OK,,,,81.89,OK,,,,157.36,OK,,,,157.58,OK,,,,37.67,OK,,,,37.54,OK,,,,,,,,,,,,,,,,,
2405010008D,ATKINSON 3.8 OCV,DM1P1,2024-05-01 00:26:49,18.989,24.58,OK,23.12,22.92,OK,24.27,24.2,OK,24.31,23.93,OK,22.74,22.56,OK,24,23.91,OK,23.48,23.35,OK,23.8,23.64,OK,0,0,,0,0,,11.31,OK,11.28,OK,11.51,OK,11.26,OK,11.36,OK,11.36,OK,11.39,OK,0,,0,,10.72,OK,11.16,OK,11.21,OK,11.06,OK,11.2,OK,11.19,OK,11.19,OK,0,,0,,,,82.49,OK,,,,82.74,OK,,,,156.65,OK,,,,156.92,OK,,,,36.81,OK,,,,37.08,OK,,,,,,,,,,,,,,,,,
2405010009D,ATKINSON 3.8 OCV,DM2P6,2024-05-01 00:27:44,18.986,23.88,OK,25.21,25.16,OK,24.75,24.65,OK,26.69,26.37,OK,25.84,25.69,OK,24.34,24.17,OK,25.47,25.4,OK,26.49,26.47,OK,0,0,,0,0,,10.85,OK,10.73,OK,11.25,OK,10.86,OK,10.86,OK,10.85,OK,10.87,OK,0,,0,,10.19,OK,10.34,OK,10.32,OK,10.28,OK,10.34,OK,10.35,OK,10.34,OK,0,,0,,,,82.65,OK,,,,83.12,OK,,,,156.64,OK,,,,156.39,OK,,,,37.17,OK,,,,37.49,OK,,,,,,,,,,,,,,,,,
2405010010D,ATKINSON 3.8 OCV,DM4P3,2024-05-01 00:28:46,18.997,24.31,OK,26.89,26.79,OK,27.44,26.98,OK,27.51,27.07,OK,26.19,26.17,OK,27.03,26.68,OK,25.63,25.54,OK,28.14,28.05,OK,0,0,,0,0,,12.44,OK,12.61,OK,12.6,OK,12.59,OK,12.6,OK,12.6,OK,12.62,OK,0,,0,,10.43,OK,10.56,OK,10.64,OK,10.61,OK,10.73,OK,10.67,OK,10.61,OK,0,,0,,,,83.03,OK,,,,82.66,OK,,,,157.26,OK,,,,157.22,OK,,,,36.98,OK,,,,37.55,OK,,,,,,,,,,,,,,,,,
